t	y	dy	ddy
5.765698302134959263e+00	4.045068955346637907e+00	9.981286391964622196e-01	3.913669871601385512e-03
5.775698302134959050e+00	4.055050436114480128e+00	9.981673824442411913e-01	3.835213956622234195e-03
5.785698302134958837e+00	4.065032300415090560e+00	9.982053480759475184e-01	3.758143251501241087e-03
5.795698302134958624e+00	4.075014540541232577e+00	9.982425498423682653e-01	3.682437528158197942e-03
5.805698302134958411e+00	4.084997148922169252e+00	9.982790012930360390e-01	3.608076763754376574e-03
5.815698302134958197e+00	4.094980118121660517e+00	9.983147157782803482e-01	3.535041140486214727e-03
5.825698302134957984e+00	4.104963440835981636e+00	9.983497064512766306e-01	3.463311045333661038e-03
5.835698302134957771e+00	4.114947109891963883e+00	9.983839862700931711e-01	3.392867069764134505e-03
5.845698302134957558e+00	4.124931118245050321e+00	9.984175679997336905e-01	3.323690009393043439e-03
5.855698302134957345e+00	4.134915458977379110e+00	9.984504642141772690e-01	3.255760863601817132e-03
5.865698302134957132e+00	4.144900125295880144e+00	9.984826872984137180e-01	3.189060835114384401e-03
5.875698302134956919e+00	4.154885110530397441e+00	9.985142494504751776e-01	3.123571329533043547e-03
5.885698302134956705e+00	4.164870408131829294e+00	9.985451626834619399e-01	3.059273954834654859e-03
5.895698302134956492e+00	4.174856011670287970e+00	9.985754388275637217e-01	2.996150520828086763e-03
5.905698302134956279e+00	4.184841914833282495e+00	9.986050895320749410e-01	2.934183038573843268e-03
5.915698302134956066e+00	4.194828111423917427e+00	9.986341262674044428e-01	2.873353719766787336e-03
5.925698302134955853e+00	4.204814595359116502e+00	9.986625603270784524e-01	2.813644976082881315e-03
5.935698302134955640e+00	4.214801360667861374e+00	9.986904028297369784e-01	2.755039418490848237e-03
5.945698302134955426e+00	4.224788401489454337e+00	9.987176647211231106e-01	2.697519856529660351e-03
5.955698302134955213e+00	4.234775712071800591e+00	9.987443567760649898e-01	2.641069297552754800e-03
5.965698302134955000e+00	4.244763286769705601e+00	9.987704896004502286e-01	2.585670945939858544e-03
5.975698302134954787e+00	4.254751120043197332e+00	9.987960736331920053e-01	2.531308202277317201e-03
5.985698302134954574e+00	4.264739206455865350e+00	9.988211191481867202e-01	2.477964662507799957e-03
5.995698302134954361e+00	4.274727540673223025e+00	9.988456362562631030e-01	2.425624117050249624e-03
6.000000000000000000e+00	4.279024295188092353e+00	9.988560227211903397e-01	2.403413323450450095e-03
